Company,Industry Sector,Current Ratio,Quick Ratio,Cash Ratio,Free Cash Flow Margin,Revenue Growth Year over Year,Common Equity to Tot Assets,Long Term Assets as % Total Assets,EBIT/Interest,Total Debt to Total Assets,Tot Debt to Common Equity,Cashflow to Total Liabilities,Free Cash Flow to Total Debt,Gross Margin,Operating Margin,Profit Margin,Net Income Margin Adjusted,Return on Assets,Return on Common Equity,Inventory Turnover,Accounts Receivable Turnover,Accounts Payable Turnover,Net Fixed Asset Turnover,Gross Fixed Asset Turnover,Asset Turnover,Sales per Employee,Operating Profit Per Employee,Cash Conversion Cycle
BRBR UN Equity,"Consumer, Non-cyclical",1.895493142,0.819725669,0.31809275,9.622584236,15.67181648,-333.986228,55.59296098,2.998171846,107.0543229,#N/A N/A,11.93370166,0.13593482,34.20014166,16.59415157,2.3778205,2.52969746,3.766025641,#N/A N/A,4.505022515,14.15902579,11.50347222,90.25570776,45.23112128,1.583814103,2534102.564,420512.8205,75.27541277
CNX UN Equity,Energy,0.619362265,0.36605848,0.035387662,21.03013353,-8.669683721,54.99336961,96.60109399,-1.405910524,31.55705639,57.38338387,21.96737128,0.121280949,34.88236231,-30.04853371,-33.05560092,15.88781762,-5.65733688,-11.27288729,114.5374677,10.69896102,5.959268936,0.206764883,0.136928172,0.174791625,3245053.215,-975135.255,-23.28386476
KBR UN Equity,Industrial,1.123024055,0.917525773,0.299656357,6.016993237,2.269906012,27.69500438,71.35845749,0.686746988,31.91936897,115.2531646,8.959960938,0.223503569,11.54846541,0.988382174,-1.248482747,3.571701058,-1.301400813,-4.211757824,#N/A N/A,6.278715297,8.902268761,19.58234295,8.274031564,1.042385901,198862.069,1965.517241,#N/A N/A
SXC UN Equity,Energy,1.445563247,0.59597231,0.304594084,6.294073518,-16.70311817,29.06904673,85.762985,#N/A N/A,42.58708318,146.5031983,14.18426966,0.122107408,21.36534134,5.228807202,0.277569392,0.853338335,0.219767166,0.770351863,7.662280702,25.19848771,8.339148073,0.972495805,0.569901667,0.791755761,1585017.836,82877.52675,18.40176259
ESTE UN Equity,Energy,0.625887483,0.319836379,0.026921829,29.95440172,-30.22527133,34.30774419,96.54486365,-16.17220948,11.70715548,34.1239442,69.31336014,0.367848615,6.407284654,-58.54639054,-9.373594514,31.9945891,-1.271541205,-3.923936971,#N/A N/A,6.380424705,7.705419469,0.143509393,0.115429742,0.135651399,2369229.508,-1387098.361,#N/A N/A
TYME UR Equity,"Consumer, Non-cyclical",5.030525523,4.783488015,4.783488015,#N/A N/A,#N/A N/A,64.49016323,4.818531571,-225.487531,0.185286287,0.287309378,-186.7208371,-282.4668456,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-186.3325114,-475.803445,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,#N/A N/A,#N/A N/A
AGX UN Equity,Industrial,2.928162795,2.534498799,2.276281989,19.45924007,-50.43129463,69.58382902,13.49325184,#N/A N/A,0,0,36.56064432,54.51990202,-2.853592305,-23.36431001,-17.86173048,-16.24369762,1.331564654,2.096296405,#N/A N/A,10.47410937,6.837641385,14.0091908,#N/A N/A,0.642114851,207103.1196,#N/A N/A,#N/A N/A
PLAY UW Equity,"Consumer, Cyclical",0.437611362,0.043775494,0.043775494,-30.2946998,-67.77774415,6.512684332,94.9477309,-6.689759275,81.20666909,1246.900125,-2.237869569,-0.069212048,82.8401052,-57.870574,-47.41542042,-44.66307455,-8.764582742,-128.2041117,2.570345206,#N/A N/A,1.262492752,0.231891141,0.166276699,0.184846674,51071.95507,-29555.63356,#N/A N/A
DRRX UR Equity,"Consumer, Non-cyclical",5.891899467,5.293095394,5.205269551,-129.2285211,20.08853793,53.03340781,16.63119208,-5.639248994,34.13096072,64.35747227,-108.945561,-1.507223922,95.33061008,-41.89498854,-1.932848461,-81.30766165,-0.720025238,-1.848352521,1.945017182,27.28745928,1.980327869,6.078730159,1.361849993,0.414558861,371740.7407,-148580.2469,11.5422078
BIPC UN Equity,Utilities,0.212318841,0.194565217,0.069565217,21.95804196,#N/A N/A,-18.42893836,93.72859589,4.065420561,49.44349315,#N/A N/A,7.361839451,0.067965368,#N/A N/A,60.83916084,-38.6013986,-35.46608392,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ITI UR Equity,Industrial,2.226249293,1.634621912,0.97201584,-3.763681134,15.12666082,61.91531724,42.10402425,#N/A N/A,13.66262248,22.06662759,-9.855781612,0.269462502,41.85265999,-5.236730724,-4.916007256,-3.330907257,9.648077285,15.46561322,16.42569028,6.029181568,8.259967817,8.079530458,5.206033074,1.042424297,259356.8182,#N/A N/A,22.76017094
FARM UW Equity,"Consumer, Non-cyclical",2.748600137,1.569324333,0.933444285,-3.21251895,-15.87771964,24.37872263,55.0003947,-4.102070018,36.53739887,149.8741317,0.518188229,-0.106485487,27.55166361,-8.577754728,-7.397869624,-4.686006942,-18.53954127,-59.24533283,3.739319823,8.23023149,5.571375143,2.173373911,0.989930439,1.039523608,414314.0496,#N/A N/A,54.7042356
PNM UN Equity,Utilities,0.386103786,0.22179649,0.049023078,-12.69379361,4.487435879,25.8123764,#N/A N/A,2.493889433,43.52872232,168.6350828,8.345574483,-0.048090675,61.57495804,18.73136916,11.37896484,11.61722692,2.274522352,9.26863981,8.108544747,9.75604944,4.211690862,0.260254133,#N/A N/A,0.199888336,891693.2084,167026.3466,-4.248210665
SITE UN Equity,"Consumer, Cyclical",2.310363538,0.944112859,0.149755833,7.794416713,14.71898197,46.88329304,49.77885239,5.8,33.49649112,71.44654088,25.4690796,0.487323944,33.32593825,6.648178961,4.485117397,4.561064892,7.72857598,20.41743814,4.07180761,9.387365498,10.95343284,7.487541528,5.906956427,1.723160242,551938.7755,36693.87755,96.76486988
FCFS UW Equity,"Consumer, Cyclical",3.025905255,2.011525828,0.319031424,8.534320204,-12.50537025,54.11924052,73.67145309,6.632667666,37.91527432,70.05877015,20.42150642,0.278159936,55.85410021,11.93103102,6.533442368,7.618477224,4.43005156,8.093019724,3.161248266,4.261708514,98.82692602,2.484176222,1.762639414,0.6780578,95957.88235,11063.52941,197.9546558
FOXF UW Equity,"Consumer, Cyclical",3.518789037,2.218756991,1.485975488,2.916274589,18.57926553,55.89870982,54.76553385,12.2820099,32.29205611,57.76887555,14.57815612,0.079589464,32.51313227,12.81775165,10.18175203,12.17133096,9.565388472,15.88861115,4.702788776,8.368845912,8.127484801,5.649164095,4.275959092,0.9394639,296851.3333,38049.66667,76.10922596
EVC UN Equity,Communications,2.28771199,2.150498364,1.094540315,15.80956091,25.75198757,37.06190593,58.69715274,0.672232305,33.91128133,91.49902167,14.57321289,0.251858276,38.42413073,1.614994216,-1.136542006,8.268799451,-0.558234096,-1.38615125,#N/A N/A,3.22470462,3.123287873,3.004488926,0.932267327,0.491168908,247803.442,#N/A N/A,#N/A N/A
FLR UN Equity,Industrial,1.409282435,0.952878148,0.622089301,0.46234232,9.203075993,14.09402868,31.13353668,-2.227190793,27.01188485,191.6548168,3.07419808,0.036688448,2.458764818,-1.025147498,-2.77656852,-0.113579641,-5.693828483,-34.54393747,#N/A N/A,13.88528317,11.80178727,19.84296177,9.05731061,2.051319317,358406.9584,-3673.422238,#N/A N/A
EBF UN Equity,"Consumer, Non-cyclical",3.947536148,2.932497564,1.797729727,12.27726431,9.389144223,80.48394992,59.01438068,83.89108911,5.432062981,6.749249989,80.17234132,3.47966915,29.40704178,11.59594172,8.734249975,8.718572941,7.57835479,9.22495692,7.810621535,9.508385558,18.27785496,5.137733663,1.479256097,1.031121799,175014.7705,#N/A N/A,58.024276
MSGN UN Equity,Communications,4.494844943,4.086021215,2.659779745,30.2156469,-4.862071597,-64.97967215,60.90270016,8.120471314,129.3226517,#N/A N/A,14.963253,0.225598892,#N/A N/A,43.01097847,27.00813798,26.68974055,20.94673072,#N/A N/A,#N/A N/A,6.312103762,#N/A N/A,28.59895101,9.370688079,0.750896299,3809983.333,#N/A N/A,#N/A N/A
GME UN Equity,"Consumer, Cyclical",1.155284129,0.457138601,0.37871453,1.251522653,-21.28363749,17.66157082,37.26441802,-6.994117647,42.33600259,239.7068926,6.075936932,0.273022545,24.74556957,-4.672089277,-4.230028685,-3.229910802,-8.136349035,-41.07994658,5.23909178,41.17961165,9.889565458,5.340258105,2.415662079,1.923473726,424150,-19816.66667,41.51054618
TPC UN Equity,Industrial,1.802033066,0.790223122,0.165295494,2.218391758,19.50042149,30.79615437,19.12868139,3.442292552,21.4931494,69.79166667,4.932577187,0.122256013,9.140339586,4.932425077,2.037955066,2.750119342,2.274462686,7.240753,#N/A N/A,3.840841687,6.542445391,9.715034864,5.547902468,1.11605144,611352.069,30154.48276,#N/A N/A
OII UN Equity,Energy,2.677236706,1.711742421,1.034087062,4.155613388,-10.75301105,26.98615045,42.79797756,-10.16125285,47.9080496,177.5282832,9.185210579,0.077500477,8.968870648,-24.40405298,-27.17621256,-2.148602629,-20.75631384,-61.27281922,10.53181638,5.094635536,13.57912051,2.186361562,0.679104798,0.763767718,220227.5904,-53744.45783,79.63896699
CNMD UN Equity,"Consumer, Non-cyclical",2.190598367,1.075220425,0.143826794,5.973385402,-9.699328969,40.4777604,76.21393947,1.044447471,44.32608141,109.5072478,6.189222499,0.06635087,53.37065298,5.334746347,1.103472745,3.46242546,0.539700939,1.340889958,2.237418077,4.709681119,7.913944252,7.490190629,2.449541949,0.489092563,253664.4118,13532.05882,195.0458034
HALO UW Equity,"Consumer, Non-cyclical",1.316525268,1.105267155,0.873341481,19.78743918,36.5331238,26.04599913,4.338499528,7.078957699,68.49656162,262.983045,12.93004754,0.13329876,83.7937323,53.90815938,48.23912345,48.23912345,22.5318948,106.3250581,0.962577409,3.405110325,17.87969385,24.95281611,12.22672028,0.467087567,1967602.941,1060698.529,467.2445154
VSH UN Equity,Industrial,3.017899339,1.986017642,1.383922777,7.647753825,-6.236430993,49.97300658,46.19272379,6.645856441,15.95131738,31.91986729,19.99240774,0.380259549,23.25846218,8.382036358,4.913189906,5.267692189,3.917709706,8.029701069,4.363967175,7.503979341,10.46458697,2.393826317,0.703836388,0.797386175,115828.6111,9708.796296,97.66766101
BECN UW Equity,"Consumer, Cyclical",1.824914174,1.013916135,0.382908288,6.204006394,-2.269618137,25.29787999,57.21451671,#N/A N/A,45.97197269,181.7226294,9.990828365,0.196601381,24.47039848,0.50547963,-1.16505134,2.871546328,-4.318865978,-18.32597739,5.181081082,8.516760633,7.610597241,10.55232157,#N/A N/A,1.063583344,915840.1477,#N/A N/A,61.91140501
AMSWA UW Equity,Technology,2.647941338,2.507101016,1.980171942,22.13811858,6.218607989,69.71796863,26.63681528,#N/A N/A,1.276759704,1.831320862,50.08964547,11.46140652,54.69835276,5.237905531,5.838948262,5.838948262,3.282409531,4.651240303,#N/A N/A,5.167066089,29.92387543,20.9992508,3.162222003,0.659275071,269780.3738,#N/A N/A,#N/A N/A
LUNG UW Equity,"Consumer, Non-cyclical",19.95760817,18.82396615,18.48642823,-63.70608989,0.423377819,85.75166472,5.202345018,-10.16409934,10.10966675,11.78946996,-58.37456426,#N/A N/A,64.77255369,-98.77493661,-98.46637949,-98.46637949,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,268.3559331
SPWR UW Equity,Energy,1.491917596,0.644910341,0.439402263,-17.95544034,-39.66237981,24.54730753,51.99977892,-0.181341055,42.01831541,171.1728073,-15.11222617,-0.270203115,14.85799175,-0.534481241,42.23290829,-3.577339377,24.88202529,229.3090049,4.385715466,8.461382477,3.618502036,5.963263419,3.648821036,0.743096001,141310.1759,-7689.321608,26.28748614
KROS UQ Equity,"Consumer, Non-cyclical",37.26698218,37.00946548,37.00946548,#N/A N/A,#N/A N/A,97.13408773,0.63724053,-7776.166667,0.333651273,0.343495554,-477.7777778,-40.84538376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-32.35472436,-33.95640262,#N/A N/A,#N/A N/A,#N/A N/A,0,0,0,#N/A N/A,#N/A N/A,#N/A N/A
AVO UW Equity,"Consumer, Non-cyclical",3.184852375,2.329910141,1.591784339,1.345239476,-2.377558726,60.91599125,68.08182169,10.20895522,22.97697157,37.71911299,25.97103357,#N/A N/A,14.44972747,7.932274151,3.339904905,5.90831045,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,344920,#N/A N/A,37.3578728
VPG UN Equity,Industrial,4.666666667,3.023892149,2.07033041,4.582450002,-4.981722649,64.15310771,44.78895809,16.5863836,15.96443776,24.88490166,24.51780879,0.192708739,38.64579781,8.39732851,3.997968956,6.003632159,2.793474039,4.321861922,2.561701601,6.094898178,16.63504856,3.235834857,1.301120225,0.698723294,117309.5652,9850.869565,180.9222682
MNOV UQ Equity,"Consumer, Non-cyclical",27.67471182,27.36469063,27.36469063,#N/A N/A,#N/A N/A,94.57351061,19.49396645,#N/A N/A,0.244969743,0.259025748,-264.5344169,-58.79631294,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-17.91943237,-18.94924169,#N/A N/A,#N/A N/A,0,0,0,0,0,-1575369.222,#N/A N/A
EXTN UN Equity,Energy,1.56332377,0.867810903,0.146796674,-18.46830903,-22.98335073,22.69536192,64.48514029,-0.561120128,45.91769333,202.321926,-3.732512685,#N/A N/A,42.71450965,-3.552827533,-16.52217316,-12.15360299,-7.443776307,-28.71996257,3.434750863,3.512754611,4.374832445,0.862895383,0.386409146,0.516768908,197761.6129,-11722.58065,145.757909
TALO UN Equity,Energy,0.552789285,0.313837608,0.076492512,-10.38646027,-36.66738535,32.68957357,91.27225312,-4.237891666,37.67393438,115.2475553,15.82451276,-0.05466038,-12.63332233,-71.71404936,-79.25380349,-21.76477056,-17.16823733,-46.44721524,#N/A N/A,5.488933113,7.509944899,0.245994538,0.123179908,0.216623513,1419048.309,-1017657.005,#N/A N/A
ONTO UN Equity,Technology,6.092554813,4.354805939,3.111990074,18.35682557,81.92326804,86.14426648,50.16517138,#N/A N/A,1.425241729,1.654482402,52.09953497,4.881959379,50.03683764,4.793745148,5.575062534,6.478945042,2.127366331,2.453760165,1.513772931,4.078283078,8.631380574,4.846956151,3.559797349,0.381586093,446267.8428,21392.94306,285.1704917
XOMA UQ Equity,"Consumer, Non-cyclical",7.158592099,6.867582507,6.846203869,34.31342522,59.96189439,68.94281039,29.70826516,6.73318872,16.96930997,24.61360347,25.96948097,0.483160865,#N/A N/A,42.25285009,45.25438149,45.25438149,12.03389907,68.74650016,#N/A N/A,18.38861076,#N/A N/A,63.6038961,#N/A N/A,0.265916773,2938500,1241600,#N/A N/A
AMRX UN Equity,"Consumer, Non-cyclical",2.292117618,1.448175659,0.504324112,16.18832003,22.5132857,7.570357009,61.26993961,#N/A N/A,73.40948015,969.6964101,10.38558933,0.109682781,31.53755314,4.574853088,4.570035076,6.21067989,2.373824659,34.0228777,3.129757857,3.205255432,11.50613872,3.308953918,2.198638791,0.519432481,332087.1667,15192.5,199.3203144
AGTC UQ Equity,"Consumer, Non-cyclical",6.400061714,6.206742266,6.206742266,-1735.140644,-94.11637724,70.79017933,17.29981359,#N/A N/A,14.84364876,20.96851414,-142.0332389,-3.410559978,#N/A N/A,-1913.656747,-1870.852018,-1870.852018,-73.31604202,-111.3301366,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,0,29554.21687,#N/A N/A,#N/A N/A
CSTL UQ Equity,"Consumer, Non-cyclical",20.5783675,20.24386856,19.63268825,8.162939552,20.79244192,94.61973742,2.215656639,-2.483675019,0,0,41.73541482,#N/A N/A,84.5408546,-10.44230554,-16.41526601,-14.65365768,-3.678940534,-4.106995951,5.607990735,4.571751742,5.382286147,13.67583497,10.42499376,0.224117022,311686.5672,-32547.26368,77.32001313
TAST UW Equity,"Consumer, Cyclical",0.716030984,0.542570407,0.415527597,3.040706894,5.792933246,15.45354949,93.62893656,0.150789869,75.93229696,491.3582929,6.997057661,0.109141467,70.74394734,0.265847799,-1.903907071,-0.980152976,-1.679499622,-9.884439426,36.32219503,92.92352959,12.29282054,1.319206125,0.979974663,0.882133192,58396.30189,155.245283,-15.97354707
HCAT UW Equity,Technology,3.74618338,3.625414603,3.076820846,-17.96340915,21.88187762,47.78949008,42.91567141,-8.306688559,33.80153702,70.73006422,-8.668582852,-0.169393451,48.06481506,-50.901533,-60.90550451,-56.22687389,-26.13725713,-48.25115419,#N/A N/A,4.978382938,21.90685727,8.269256032,5.768196952,0.429144415,#N/A N/A,#N/A N/A,#N/A N/A
LPSN UW Equity,Technology,3.590541402,3.522279922,3.136652426,-2.191915335,25.72314298,24.23750437,21.52157324,-6.240477187,55.12722171,227.4459485,4.407224675,-0.013400791,71.01412907,-24.39883258,-29.34755332,-21.79318641,-14.16496944,-54.82878903,#N/A N/A,4.363406985,8.045425294,3.692323187,1.919561865,0.48266719,305262.2814,-74480.43297,#N/A N/A
CUB UN Equity,Technology,1.300429799,0.493636522,0.221007318,-3.666150714,-1.352511736,41.33759225,67.16861262,2.224128589,39.5237372,95.61209313,-0.364809164,-0.005034121,30.92922197,4.171083872,-0.218190193,2.298768027,0.206605939,0.455872456,7.814774389,14.04107392,9.244039582,6.081416546,3.452348576,0.694938202,242005.7377,#N/A N/A,18.02344044
MGTX UW Equity,"Consumer, Non-cyclical",5.033994109,4.580114425,3.869468792,-545.4696191,17.08573968,65.5927829,25.05418625,-449.3754948,6.117404194,9.326337324,-51.11774224,-3.64516177,#N/A N/A,-401.9435667,-372.6277703,-372.6277703,-16.8683145,-27.01314611,#N/A N/A,0.503520017,#N/A N/A,0.22235247,0.203534695,0.045268538,71063.85845,-285636.6073,#N/A N/A
JOUT UW Equity,"Consumer, Cyclical",3.679093242,2.648773282,2.011580672,7.723376792,5.652369497,69.24578683,28.84258259,496.993007,7.603667225,10.98069294,36.61910603,1.755993043,44.595925,11.96043816,9.29521431,9.324064429,12.91258191,18.83786947,3.158274434,7.194716315,8.876974045,6.244164212,2.479449501,1.188412721,495174.1667,#N/A N/A,104.8567154
FATE UQ Equity,"Consumer, Non-cyclical",5.777231078,5.708370343,5.643915665,-140.4880066,194.3258427,61.7620173,18.41540861,#N/A N/A,15.63128055,25.30888925,-16.48194209,-0.453873666,#N/A N/A,-407.4728002,-551.5906343,-551.5906343,-37.50020276,-55.77885086,#N/A N/A,11.39945603,#N/A N/A,0.470699221,0.410429832,0.067985176,112666.6667,-459086.0215,#N/A N/A
NOVA UN Equity,Energy,2.165750547,1.043864683,0.995285815,-441.384778,22.24451944,26.52848074,87.27123171,-0.231452969,57.04920473,215.0488951,-5.698814123,-0.34660698,58.1121751,-22.24723293,-156.8735232,-88.22035195,-8.306126,-31.58156961,1.313279201,15.37843653,4.466687692,0.078704551,0.072304275,0.052947915,408172.5888,-90807.1066,220.5513356
SONO UW Equity,"Consumer, Cyclical",1.680284468,1.175616707,1.035838327,9.722406524,5.19541601,36.49759635,19.0765038,-18.31405514,10.5615948,28.93778182,31.25863546,3.102350197,43.12326966,-2.053262843,-1.516593181,1.052952211,4.266615279,9.436710246,7.610791263,11.30041921,3.438198755,11.41039929,#N/A N/A,1.452841087,929451.9972,#N/A N/A,-9.669054114
TRTN UN Equity,"Consumer, Non-cyclical",0.599203568,0.386918063,0.082753611,14.3233739,-2.6253055,20.70467096,95.41420348,2.53523415,65.99059174,318.7232092,13.20563598,0.031629221,94.90696261,46.01901288,23.66234312,23.67686073,3.40765871,13.93929948,#N/A N/A,6.381540659,0.655828737,0.163617453,0.118195411,0.144011888,5759037.19,#N/A N/A,#N/A N/A
APLT UQ Equity,"Consumer, Non-cyclical",4.831316223,4.559877561,4.559877561,#N/A N/A,#N/A N/A,78.40602453,1.830516908,#N/A N/A,1.663062408,2.121090079,-346.5635663,-44.99942463,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-122.909186,-164.0581077,#N/A N/A,#N/A N/A,0,0,#N/A N/A,0,0,-3936083.333,#N/A N/A
FRTA UW Equity,Industrial,1.744506992,0.794818932,0.092068842,13.11867124,4.232973711,11.70223431,70.6160482,1.925159594,67.49655154,576.7834564,16.63402973,0.187164464,23.62317859,9.645683365,4.044261985,5.111216264,3.797318507,40.97174122,5.278699468,8.511023633,10.16417974,3.062586851,2.162980577,0.939093075,348069.4172,33572.58241,76.32963935
HY UN Equity,Industrial,1.494509856,0.745468977,0.200291044,4.096582625,-14.57257428,33.17558483,39.24710944,3.642335766,19.60204356,59.08575134,13.81165177,0.316049383,16.54990932,1.774474592,1.319298745,1.181643612,2.00178056,6.38994144,4.389226597,6.388232622,5.645236632,7.061142498,3.090389582,1.517306499,370013.1579,#N/A N/A,75.84541005
ROAD UW Equity,Industrial,2.44101775,1.091931767,1.091931767,13.38625571,0.31165495,61.32565108,47.21324473,17.74204947,16.25469262,26.50553616,43.29550179,1.061734804,15.5549531,7.029715698,5.128939427,4.966450675,6.948459457,10.89379687,18.21410531,#N/A N/A,9.879666208,3.488162705,1.875258669,1.354755609,477616.4134,33575.07599,#N/A N/A
HFFG UR Equity,"Consumer, Non-cyclical",1.291308366,0.448921352,0.124910445,7.668340343,46.02940645,53.77697871,79.54807024,-1.487640199,28.03189563,52.12620027,20.10686719,0.320185361,17.69338122,-1.029373522,-60.50727882,-0.003583219,-53.29288576,-79.40668041,6.857501899,15.13985111,13.14735004,5.889323944,4.432865608,0.880768173,726706.5064,-7480.526923,49.70850613
CSBR UR Equity,"Consumer, Non-cyclical",1.116839057,1.084981382,0.690277203,2.132428478,18.67957291,25.62768059,34.95735145,#N/A N/A,18.3027324,71.41782625,18.82330072,-0.172735761,47.44575538,-5.612800797,-6.148242692,-5.10537621,-6.103880005,-22.29264759,#N/A N/A,10.47702991,10.47727273,4.596437778,3.374715017,1.945010537,224636.3636,#N/A N/A,#N/A N/A
GRWG UR Equity,"Consumer, Cyclical",9.149304297,6.743243545,6.505116369,-1.86979859,142.5145191,89.36203565,29.4601377,600.4119405,3.585816961,4.012684955,-0.566534568,-0.284238702,26.39990409,4.363544643,2.755599411,2.755599411,2.503505864,2.881713361,3.764949928,36.81709102,16.92815482,13.09499654,11.32261169,0.908515894,537126.3306,23437.74722,85.53269825
AMPH UW Equity,"Consumer, Non-cyclical",2.492687231,1.433561198,0.845286584,6.691801536,8.527502117,63.73305705,55.69295794,29.28877005,10.65687001,16.72110284,31.37639511,0.34801546,40.97231353,3.131091966,0.401033598,4.740372783,0.230338522,0.358057963,1.992032103,6.281969097,3.803171347,1.309654342,0.792574611,0.574362157,176689.899,5532.323232,145.7584907
REX UN Equity,Energy,8.418193057,6.520089794,5.878745486,-0.479822769,-10.80964706,80.27266374,46.02008991,#N/A N/A,2.568922175,3.200245333,20.45206584,-0.145281793,3.71762068,-1.019187547,0.804889955,0.792600698,0.612544612,0.763817305,9.766439046,22.81659629,20.17655766,2.159148029,1.006708231,0.761029018,3265890.625,#N/A N/A,35.37636796
BRY UW Equity,Energy,0.88126476,0.756300412,0.459522207,20.75336987,-6.358899188,50.29095442,89.11889619,-6.87534626,27.71356731,55.10646522,#N/A N/A,#N/A N/A,29.74134887,-45.01243717,-50.18679617,10.4723218,-16.90638738,-31.17669661,#N/A N/A,8.456147997,20.14995894,0.369631708,0.3140914,0.33686923,1509605.187,#N/A N/A,#N/A N/A
VGR UN Equity,"Consumer, Non-cyclical",2.343338687,1.867666731,1.723971551,13.34728804,37.88165554,-49.10544741,50.58072411,2.016957241,118.1838145,#N/A N/A,14.29611961,#N/A N/A,31.73385118,12.24081463,4.640706977,6.525144086,6.525403915,#N/A N/A,11.5414733,45.53521308,98.11158315,7.771610391,4.177340181,1.241608736,1570720.784,192269.0196,30.28359097
TENB UW Equity,Technology,1.290451905,1.086118506,0.778459437,9.984757656,24.15069969,21.81688385,29.94487314,#N/A N/A,8.448440389,38.72432217,11.89648914,0.820495681,82.38293948,-8.276070428,-9.706715491,-9.645880137,-6.84133298,-34.24369916,#N/A N/A,4.189209636,20.78359909,5.947325047,4.796689766,0.704804111,322034.3819,-26651.79225,#N/A N/A
CDE UN Equity,Basic Materials,1.151639414,0.410438772,0.396372614,6.293119582,10.3947705,49.39390033,80.79683642,3.684234255,22.46076681,45.47275404,20.93024892,0.224446953,27.21191759,10.40408117,3.262669948,3.887907866,1.841937776,3.767338511,4.607799995,168.5357794,7.207626774,0.786501935,0.504463811,0.56454922,400949.9745,41715.1608,30.82263274
FI UN Equity,Energy,3.783744254,2.521039626,1.924335471,2.863525277,-32.68761208,80.94603875,49.01377278,#N/A N/A,3.554898329,4.391689061,25.47413461,0.384917355,20.05313072,-41.72887452,-40.01967425,-17.89211954,-17.25171805,-21.23213525,3.887696438,4.663719669,#N/A N/A,1.179614408,0.317799329,0.431080921,162649.1667,-67871.66667,#N/A N/A
CAR UW Equity,"Consumer, Non-cyclical",0.874330248,0.652216269,0.337067706,-88.93002592,-41.10335805,-0.883795188,89.76508154,-0.724954463,77.88231269,#N/A N/A,3.90549935,-0.283183249,38.50425768,-7.367641614,-12.66197705,-10.53109959,-3.364155027,#N/A N/A,#N/A N/A,6.934531451,8.606217617,0.401113792,0.331045471,0.265689553,270100,-19900,#N/A N/A
BJ UN Equity,"Consumer, Cyclical",0.723991883,0.10645713,0.021424647,4.213948695,16.97642135,5.900863527,72.82504209,#N/A N/A,59.62321192,1010.415029,17.05638994,0.201520954,19.30623926,4.163261777,2.72864249,2.831190076,7.883489946,#N/A N/A,10.88761571,81.40942618,14.17340458,5.436149012,3.840380214,2.88916191,484400.3893,#N/A N/A,12.22180431
BV UN Equity,"Consumer, Non-cyclical",1.406576316,1.058209287,0.349033548,8.201193521,-2.436995758,41.40345164,79.38456529,0.187306502,39.866493,96.287849,13.62045013,0.177021206,25.37510656,0.515771526,-1.773231032,0.699973758,-1.356694959,-3.213417979,122.8028169,6.561611041,15.13365682,7.129915838,3.40176681,0.770900548,119086.2944,#N/A N/A,31.47626088
TBIO UW Equity,"Consumer, Non-cyclical",6.879945134,6.453990152,6.453990152,165.5769355,1678.716043,40.08793891,21.65807429,#N/A N/A,7.043877313,17.57106378,44.3220757,3.666512459,#N/A N/A,-39.8491474,-38.74837009,-11.10340679,-8.773407866,-21.08083003,#N/A N/A,#N/A N/A,#N/A N/A,2.495074954,2.157963467,0.226420049,1137795.082,-453401.6393,#N/A N/A
TCDA UW Equity,"Consumer, Non-cyclical",9.166180162,9.035174266,9.035174266,#N/A N/A,#N/A N/A,30.95696433,10.71128993,-13.65784756,59.83564838,193.2865501,-95.21156111,-1.103876293,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-73.1961228,-142.072788,#N/A N/A,#N/A N/A,0,0,0,0,0,-3928125,#N/A N/A
HL UN Equity,Basic Materials,1.900597523,1.05280235,0.866775712,12.97593634,2.763692211,63.51665315,89.32869367,1.040589885,20.00390595,31.49395467,18.72757369,0.168232303,21.05921173,7.45526997,-2.426745949,3.625954474,-0.632983929,-1.026463304,6.711477847,34.75351617,#N/A N/A,0.288525303,0.182419712,0.260836504,432420.625,32238.125,#N/A N/A
LJPC UR Equity,"Consumer, Non-cyclical",2.954773869,2.192818933,1.719970822,-112.6305395,44.95965993,-127.3382888,49.53697936,-3.565615362,0.741940396,#N/A N/A,-23.47657955,-70.2238806,76.60312996,-107.2383973,-117.9598432,-117.9299201,-38.55543058,#N/A N/A,1.901507782,7.60040937,3.349473988,1.930004909,1.447493232,0.326852169,367241.7582,-393824.1758,131.3632456
